packet_count,byte_count,duration,packet_rate,label
48,5424,40.1870812869294,1.194413688749566,0
35,3885,32.47022070951127,1.0779107513041235,0
25,2800,17.53511381378142,1.4257107347858604,0
33,2772,46.54117127625344,0.7090496241300547,0
13,884,13.438615003428877,0.9673615917029423,0
39,3549,22.014986763565968,1.7715204836981158,0
13,949,25.930677631421357,0.5013366864060398,0
48,5088,36.00798330973882,1.3330377207494923,0
8,752,49.42047574190286,0.161876223972019,0
42,4620,33.21296285118413,1.2645664943590718,0
45,4005,6.668483150820175,6.7481613107870455,0
16,1728,53.33462895839887,0.29999271228604657,0
20,1940,43.164661966545346,0.4633419813527312,0
39,4485,48.33968726114893,0.8067904905819421,0
9,1026,43.31079481463615,0.20780038876032364,0
5,420,56.70930168091458,0.08816895732790767,0
35,2555,7.398465257234985,4.730710868145711,0
9,783,53.57519271912668,0.16798819646218358,0
34,3400,34.69191350848639,0.9800554815658372,0
12,1128,52.30641878356553,0.22941735028073365,0
46,2806,53.33751768539844,0.8624323364900961,0
28,2688,16.12106180835601,1.736858299587115,0
42,2814,35.09269606583811,1.1968302441397765,0
30,2040,5.97687457686942,5.019345749047567,0
14,1008,6.077204030388746,2.3036909621585386,0
31,2046,51.53234197142755,0.601563965736084,0
10,1140,38.98650645203692,0.25649900209197973,0
21,1512,30.105215036121045,0.6975535625573056,0
6,492,14.090471186562201,0.42581968484645705,0
37,3959,27.585206082304918,1.3412986616668559,0
29,2668,32.207373412998386,0.9004149338143811,0
39,3783,9.611102081879324,4.057807280346155,0
45,3870,53.354301114290166,0.8434184135146962,0
6,684,27.268900149680594,0.22003087645873678,0
43,3268,50.465058913308575,0.8520747013070483,0
40,4280,5.011427368138769,7.9817579028100125,0
10,710,16.234101350220413,0.6159872840675735,0
41,4797,12.951805116879187,3.1655819115566795,0
26,2158,16.706046770356423,1.5563227110159281,0
23,1610,31.87917107462196,0.7214742173239755,0
44,2640,49.43004175835129,0.8901469315988617,0
49,3577,53.67841311958541,0.9128436768582785,0
16,960,41.04687628415579,0.3897982367582998,0
38,3686,47.986514301309434,0.7918891495513996,0
12,960,29.79002219653086,0.40281943802638176,0
33,3102,45.25123493870493,0.7292618653325187,0
17,1411,43.72858079414969,0.3887617592719674,0
7,546,32.22321330142202,0.21723469768581669,0
47,3290,34.026247086704586,1.3812866250055762,0
5,395,25.292633102648157,0.19768602105237104,0
40,2560,30.27280448938075,1.3213179510352735,0
10,1060,36.06963309413507,0.27724152263766727,0
6,456,31.074167339484553,0.19308642881561844,0
14,1120,17.24036355737774,0.8120478407202104,0
36,3672,20.685740623006858,1.7403292759051852,0
30,1830,59.81298103652673,0.5015633643419232,0
6,480,58.41499456959119,0.10271335372379528,0
10,880,58.563263551434275,0.1707555111100889,0
40,3600,7.1232274629393375,5.615432078802991,0
38,2280,6.531940427292477,5.817566835304283,0
25,2125,27.10121607567948,0.9224678306017011,0
9,936,45.08513855478081,0.19962232097977312,0
29,2813,43.12090959860582,0.6725275572790242,0
32,2144,16.631331464817436,1.9240792637495105,0
8,864,18.18791619427315,0.4398524775762365,0
7,483,13.556678412849388,0.5163506713683795,0
10,620,40.54416634335996,0.24664460764372653,0
22,2618,50.357230978772364,0.4368786681156853,0
37,2775,13.645482518459973,2.71152009098582,0
22,1606,16.53724032970345,1.3303307904695916,0
17,1224,17.993102932090885,0.9448064663533006,0
21,1680,28.28326892753484,0.742488432076382,0
46,2852,22.692582607257215,2.0270940860335984,0
33,3696,31.50796875047536,1.0473540919549797,0
16,1728,36.94627127265589,0.43306129276005384,0
13,793,46.12332042451146,0.28185308170249096,0
5,390,59.3350956268949,0.08426716005381549,0
23,2047,39.60222434003569,0.5807754585327232,0
46,2944,19.05140291022554,2.4145203488038263,0
50,4250,48.76097142205646,1.02541025213011,0
26,1690,14.614133409890721,1.779099675003885,0
26,1612,55.70781769534315,0.4667208495258188,0
34,2686,29.91507163705202,1.136550846760751,0
30,2340,34.23355946301875,0.8763330623684602,0
13,1313,37.68059997222535,0.3450051222534247,0
22,1760,51.99871687434575,0.4230873629663348,0
26,1664,50.670876185125394,0.5131152637860323,0
14,1246,5.894351539886366,2.3751552490996994,0
41,2911,34.667545567936486,1.1826623237475546,0
29,3306,34.34799845450723,0.8442995605234328,0
15,1260,44.196952999752774,0.33938991224313375,0
34,4046,12.315709209161952,2.7607017527424715,0
48,5136,52.38022842260077,0.9163763016216475,0
40,3880,51.64244410197525,0.7745566790180262,0
6,474,59.15557917912578,0.10142745761700224,0
29,2871,6.662914353750269,4.352449763019562,0
50,3300,14.251972658394672,3.5082862701500543,0
10,830,42.359288063228135,0.23607573349848024,0
40,3600,38.82710673572174,1.0302081036390789,0
36,4068,16.021137049148592,2.2470315240149037,0
43,4300,42.32987349834927,1.0158310537279744,0
48,5088,13.449969918183308,3.5687812160165318,0
16,1440,50.07957695590729,0.31949151675317156,0
27,2106,43.81797883540676,0.6161854270234589,0
32,3168,15.803795509984862,2.0248300466671028,0
12,972,54.528516470807546,0.22006833812220686,0
36,3240,45.31932173874716,0.7943631682647333,0
17,1530,23.49153073133968,0.7236650601623235,0
35,2905,28.035687569320988,1.2484088329725842,0
18,1782,52.20819697271578,0.3447734463882534,0
46,3128,26.061785687691685,1.7650363851209405,0
21,2100,33.0264727466592,0.6358535518184956,0
10,900,13.466257758445863,0.7425968059855478,0
17,1870,30.516493050653892,0.5570758072292888,0
18,1080,36.66704004758721,0.49090409197577023,0
37,4329,17.96262143151837,2.059832978224293,0
37,3478,47.325972934315885,0.7818117136514575,0
14,1176,32.79881742260946,0.42684465783053727,0
8,928,5.8730718501273635,1.3621491791942766,0
28,2828,54.40128103519055,0.5146937621172495,0
27,3132,58.15116393248503,0.46430712945570074,0
34,2652,59.70442058967485,0.569472070312326,0
48,5040,46.10269304024241,1.0411539290796192,0
41,3362,8.342655849241073,4.914502137077816,0
13,1547,23.647241314372298,0.5497470012326077,0
31,3503,7.1959762737292925,4.307963064466073,0
12,756,34.53808928051642,0.3474424975434129,0
48,5664,35.21223090446276,1.3631627070216825,0
42,4410,10.18975658931085,4.121786387327289,0
44,4664,11.370837012672904,3.8695480333559953,0
37,3404,58.924673321341935,0.6279203246189057,0
33,3828,38.18765546870019,0.8641536013397796,0
12,984,12.293372537339913,0.9761357156916198,0
41,3567,15.10162501401882,2.714939614905002,0
5,355,34.2757447325706,0.1458757508848156,0
23,2162,7.551762089670092,3.0456467943370793,0
38,4446,45.1375731764706,0.8418706927692938,0
48,5760,49.99980555714055,0.9600037333174198,0
20,1800,57.027945482628525,0.3507052521485675,0
49,3479,20.690823104741334,2.3681996483151786,0
44,4356,26.058530873347216,1.688506547581445,0
35,4200,58.58652584269291,0.5974069890059083,0
9,1008,40.03730800342368,0.22479033803247683,0
43,3526,27.922814826113736,1.5399593582444242,0
35,4095,31.885492248105447,1.09767789462556,0
35,2135,51.48615758551376,0.6797943688430862,0
29,3103,52.476060951910476,0.5526329429828175,0
32,3456,37.31323970481077,0.85760443888431,0
13,1339,27.308186422905774,0.4760477242493027,0
14,1610,27.4857236838988,0.5093553351917466,0
42,3402,26.26531600711289,1.5990669972760279,0
12,792,34.76181899305662,0.34520633118758537,0
18,2160,53.8977417799285,0.33396575451150334,0
30,3060,7.5902598907805485,3.9524338338453036,0
14,1106,30.716359574992843,0.4557831785312815,0
23,1748,42.592290797593165,0.5400038262628434,0
29,2059,21.276472808359124,1.3630078754692108,0
35,2765,24.52023674316211,1.4273924173982682,0
28,2072,57.16923137318605,0.4897739453102526,0
16,1600,21.784932380684598,0.7344525895424053,0
35,3780,38.25009386255655,0.9150304343242907,0
6,606,5.237100753580112,1.1456720583231792,0
46,4876,48.167690964263365,0.9549969923642049,0
26,1664,36.16132902579095,0.719000122519178,0
19,1539,10.114912851069928,1.878414602256334,0
28,2408,19.67351293482263,1.423233364207125,0
16,1248,21.226676480700636,0.7537684957203381,0
17,1224,44.5309114193355,0.38175728854762514,0
40,3320,29.2866971102564,1.3658078222139882,0
34,4046,28.35666042567935,1.199012841766449,0
9,1035,59.86199614556772,0.15034580500981798,0
27,2322,10.800502177505836,2.499883760611872,0
23,1771,18.165033642528932,1.266168863356861,0
35,3010,58.00350757907215,0.6034117842319611,0
9,846,24.96130006556007,0.36055814305992806,0
34,3570,14.150848042456582,2.4026828567440126,0
26,2210,49.901530695774035,0.5210261015540719,0
5,550,10.88153103069099,0.4594941636335612,0
36,2448,19.96855602467799,1.8028344140412391,0
41,4469,42.1216938317878,0.9733701632164351,0
29,1856,45.471660606078856,0.6377598621529813,0
26,1924,29.92222175950959,0.8689194341572224,0
46,2898,22.383469903692166,2.0550879822440877,0
39,2613,11.398983940969018,3.421357570285746,0
46,4922,35.185765399272825,1.3073468625170415,0
8,864,50.64906748743321,0.15794960098692676,0
24,2592,13.838861482744194,1.7342467102460577,0
22,1540,9.323616209688701,2.359599484279345,0
9,1080,7.201222075933291,1.2497878700447638,0
41,2501,55.560116464917215,0.7379394178536139,0
40,3040,28.658295461295484,1.395756424314282,0
35,3815,50.71634729021101,0.6901127914382649,0
7,434,29.859697960631014,0.23442969882780662,0
11,1078,38.37818576985205,0.2866211567676823,0
16,1072,13.425040044557033,1.1918027765203534,0
39,3549,24.424956793319637,1.5967274918851329,0
36,3348,19.22346070851693,1.8727117112711262,0
20,1740,52.36881143012159,0.38190670083637535,0
48,3792,37.84331787218173,1.2683877286374077,0
31,2108,40.55813655140785,0.7643349186101582,0
45,2790,45.425527353514234,0.9906324179749713,0
41,4592,10.07142797129989,4.070922228390643,0
27,2187,54.106186367969705,0.4990187224872259,0
33,2706,53.38653963419853,0.6181333389673518,0
43,5160,26.946242377423328,1.5957698070743687,0
30,2970,43.150491721162055,0.6952412082314062,0
44,5280,20.155990704762786,2.182973818776517,0
28,1680,15.554164794009296,1.800160945368422,0
6,588,45.47183928301427,0.13194979782225927,0
22,1716,53.14169947389623,0.41398751296628433,0
24,1536,37.79172938314985,0.635059585569028,0
16,1296,33.99872681229493,0.47060585792918375,0
32,2816,6.522899787423388,4.905793595311438,0
17,1972,35.31109708366584,0.481435055946303,0
22,1914,19.81289817165434,1.1103877791828898,0
16,1136,5.5222918662924405,2.897347765637402,0
11,1276,22.53266194473607,0.48818022597502053,0
29,1798,41.544209156026625,0.6980515597513332,0
18,1980,59.69553722087828,0.30153007809274845,0
13,1443,56.35777494799545,0.2306691492344374,0
14,1498,49.33088355054801,0.2837978765503882,0
33,3828,33.12266663709816,0.9962965953664862,0
11,1056,40.56103008968246,0.27119626833141197,0
11,924,35.74066428892538,0.3077726790715657,0
26,2314,36.25500027314435,0.7171424577056018,0
24,1800,53.29368966702243,0.4503347422546904,0
21,1890,44.5948392976625,0.47090650691280195,0
26,2210,51.599467378733486,0.5038811701129263,0
23,1380,50.19798193732997,0.4581857499513529,0
42,4284,12.279799294759108,3.4202513405838126,0
6,492,34.32899646954834,0.17477935905648512,0
18,1782,9.640064514825728,1.867207420896125,0
29,2813,43.15953023483427,0.6719257564252624,0
8,624,20.118724843747838,0.39763951553252175,0
17,1309,38.043690010514894,0.44685465566829535,0
5,370,27.697590380667535,0.18052111867066667,0
21,1974,42.609728461813745,0.4928451965803986,0
13,1196,41.519850483202966,0.31310324697000547,0
5,335,49.387705601460794,0.10123977089253787,0
43,5160,49.04174883025553,0.8768039685703833,0
32,2592,48.138774971662,0.6647447929208322,0
12,1416,23.984866132588756,0.5003154878440343,0
24,1512,20.656030109297376,1.16188831411499,0
9,567,44.89908715419665,0.20044950956555882,0
47,4465,48.137300312273645,0.9763738243545896,0
12,1320,39.59265390823677,0.30308652781428086,0
28,2632,37.17999974533144,0.7530930659437635,0
48,4320,13.746449798669932,3.4918106640628293,0
50,5900,9.308298850119325,5.371550785497077,0
38,3154,37.062593711491054,1.0252925171887879,0
16,1840,55.77765962800487,0.28685319726048014,0
26,2600,53.111280039265104,0.48953819190157405,0
37,2553,31.254423833821622,1.1838324135081597,0
12,852,22.089397629928794,0.543247045530172,0
47,2820,42.19831393792357,1.1137885762246333,0
23,2691,47.037981754228916,0.4889665572850009,0
5,520,35.68653683062013,0.14010886020494567,0
29,2784,29.909283640840712,0.9695986152072497,0
36,3960,29.4646603269851,1.2218026476629542,0
12,1152,17.020167018807904,0.7050459602857929,0
10,650,26.551315233833556,0.3766291768197342,0
34,3094,36.6408255072583,0.927926691860827,0
38,3040,9.8364372212592,3.863187366038562,0
22,2310,54.66748459636381,0.40243300313589553,0
17,1173,6.239891751528674,2.724406236027295,0
33,2343,37.8929682151104,0.8708739788518531,0
18,1260,52.765694481384394,0.34113073232363794,0
44,2816,35.89815813749598,1.2256896253972864,0
44,5016,9.764800342547055,4.505980507177786,0
28,3024,57.54956446823609,0.4865371312315373,0
45,4500,57.07484203556769,0.7884384502011773,0
11,693,46.04341888708534,0.2389049350782545,0
5,455,47.97312789469795,0.1042250155331774,0
6,372,25.360877030567632,0.23658487806901002,0
46,5198,43.68295482190284,1.0530423179371415,0
38,4256,52.132679912788475,0.7289093916439612,0
22,1936,40.30444340719494,0.5458455232276617,0
45,3690,27.053522740672516,1.6633693301740178,0
50,3800,20.11446697051455,2.4857730544535004,0
16,1088,10.748358036668737,1.4885994628588792,0
25,2550,40.12594156073167,0.623038339478261,0
48,4272,7.489598857803218,6.408887967342877,0
7,441,10.384374454332256,0.6740897134231971,0
15,1275,6.012464027296778,2.494817421260156,0
28,2240,35.40250383302896,0.790904511501733,0
34,2108,39.28166827291896,0.8655436872939489,0
48,3840,55.101293872614704,0.871122919744285,0
42,4914,49.39933325545666,0.8502139043619718,0
8,584,59.70766653281371,0.13398614390002023,0
15,1740,34.193129186365184,0.4386846234003463,0
9,711,58.78504549752465,0.1531001621897014,0
47,3948,26.512444209789116,1.772752433841853,0
44,4576,18.622474460175724,2.3627364931601473,0
28,2296,25.942675891354387,1.079302694805328,0
41,2460,23.75351931939714,1.7260600186735013,0
38,4294,48.187424322603704,0.7885874900803735,0
42,4578,31.17897816828484,1.3470614647250458,0
29,2523,43.502341201457874,0.6666307881155632,0
34,3604,24.962164694296202,1.3620613603181988,0
29,2175,50.43602347217035,0.5749858534347312,0
25,2725,39.87040108544556,0.6270315652562145,0
25,2500,43.23839035448166,0.5781898862340223,0
12,1128,28.56381855166135,0.4201118970944467,0
48,4656,40.55862449761953,1.1834720874919518,0
17,1462,42.17253863554058,0.40310592034583803,0
24,2640,5.011919117157307,4.7885848592090765,0
16,1312,8.084422306008786,1.979114820375962,0
8,832,24.899164055369866,0.32129592713272975,0
16,1456,14.660079875422104,1.0913992376551984,0
30,2490,25.81801879743037,1.1619791679362266,0
10,660,48.3405220572136,0.20686578411719395,0
16,1360,25.761437888466958,0.6210833443875033,0
50,3650,50.91353809057646,0.9820570692032589,0
7,721,26.546736338975265,0.26368589760402195,0
28,2912,44.14104110463195,0.6343303034839795,0
19,2280,16.469254711091985,1.1536648338557522,0
35,3745,52.16785192298624,0.6709112740863742,0
28,2688,41.537784171087274,0.6740850663740903,0
47,4277,29.793345081997035,1.577533501882616,0
41,4100,5.2030003870498485,7.88006860465513,0
33,2112,58.189387581996016,0.5671137190350892,0
36,3780,53.72007277748205,0.6701405664344183,0
41,2870,5.724677346137436,7.161975692422838,0
19,1330,40.989574078673925,0.46353250618150066,0
24,2136,6.064926200193721,3.9571792315021757,0
47,4747,11.419417232912146,4.115796720741606,0
38,4332,34.823797931105915,1.0912078020662124,0
41,3362,35.141350269050534,1.1667166937551987,0
28,2436,28.58651416091881,0.9794828373401103,0
29,2146,32.5432057711559,0.8911230259221617,0
43,4644,55.65513432410535,0.7726151508249229,0
27,2619,48.42822060889299,0.5575261626490965,0
38,3686,26.31116048158723,1.4442540467415992,0
41,2993,6.231962145413367,6.57898733068772,0
40,2960,45.530364044403115,0.8785345964067041,0
35,3080,44.23436430292584,0.7912400359212342,0
41,3772,59.53717631553897,0.688645356351896,0
49,3773,45.94028488145883,1.0666020057654464,0
14,1526,29.753066809594685,0.4705397292182774,0
16,1616,38.22780519933338,0.4185435160760683,0
7,609,43.973289017744214,0.1591875467212685,0
35,3430,22.27927895579474,1.5709664603349587,0
39,2847,42.84359001382966,0.9102878630714892,0
34,3740,5.375348698672354,6.325171055116403,0
14,1582,22.241855688435844,0.6294438825659222,0
6,690,49.034798736582154,0.12236208069767668,0
40,4520,48.807487363543444,0.8195463884887022,0
33,3465,58.879613755505886,0.5604656330972304,0
13,1365,9.92208627478496,1.3102083211105466,0
14,1484,31.838342032381355,0.4397213895673721,0
28,2772,40.19195182301496,0.6966568860178238,0
15,1785,6.696829385972225,2.2398659328876342,0
20,2040,59.44424583058938,0.3364497222657708,0
47,2820,10.970401322695604,4.28425529909888,0
44,2948,36.1467256771857,1.217261015366904,0
23,2139,17.127895222499788,1.3428386676365474,0
50,5750,47.44190424000013,1.0539205961687146,0
23,1449,37.570381043244716,0.6121843686793131,0
46,4370,18.23506458622091,2.5226123978063284,0
13,936,26.350751118666174,0.4933445707659978,0
25,2500,12.264231725121306,2.0384481115756743,0
34,3468,6.142023123759429,5.535635297183507,0
32,3392,30.78545028162252,1.0394520693141367,0
21,2436,44.37965966635077,0.4731897485893176,0
29,3045,21.96980372994989,1.319993585580664,0
28,2156,7.633721929707612,3.6679355441327246,0
14,1470,22.72314581541469,0.6161118761339298,0
32,2880,37.86183630564507,0.8451782354578747,0
50,3600,14.19300887712279,3.522861179956932,0
33,2607,5.975669592659349,5.5223936812935515,0
42,3066,56.95712924354884,0.73739671499959,0
35,2415,54.69508240806815,0.6399112764630756,0
41,3608,44.42581566799824,0.9228868256781158,0
31,3038,29.352849023934972,1.056115540086821,0
21,2100,26.66838903462712,0.7874491396061797,0
16,1424,40.3070574077423,0.39695281742215877,0
30,2940,13.55010004715666,2.21400579299008,0
43,5031,25.416728064592544,1.6917991918834867,0
20,1260,29.463717812273792,0.6788009621673928,0
8,608,27.45488926771758,0.29138707943749315,0
48,5376,26.963152818164485,1.780207245187716,0
29,3045,54.5194091472722,0.531920658231326,0
29,2581,20.88175744191367,1.3887719977913098,0
24,1680,50.855494951847255,0.47192540398484967,0
22,2002,46.498361068173494,0.47313495561154806,0
13,1560,31.80890298820275,0.40869061107896193,0
42,4578,38.156722123267365,1.100723481024306,0
40,4520,24.858088061517126,1.6091342142247902,0
27,2025,56.84245812190896,0.4749970513606854,0
45,4635,13.140381401330963,3.4245581331027455,0
35,2695,40.401522143452226,0.8663039940853408,0
29,1885,29.408165006697107,0.9861206910868409,0
35,2170,32.99107118741148,1.0608931065371128,0
38,4370,26.131815883029276,1.4541660698244185,0
45,4770,16.215965101842045,2.7750429726127277,0
32,2048,10.470520355800954,3.0561995882345165,0
15,1455,41.48802893515535,0.36155007564819697,0
49,5635,41.64601621017473,1.1765831274884004,0
46,4830,32.900479343193986,1.3981559210782706,0
22,1562,26.26115600117469,0.8377392068732966,0
50,3350,17.399204636211422,2.8736945765865314,0
30,1800,14.448136867728692,2.0763922902064897,0
48,4080,56.67025009010631,0.8470052615557454,0
5,425,59.30188474068381,0.08431435226492508,0
48,3840,34.94182195112966,1.373711996676469,0
33,2838,11.867621635601001,2.7806751018253886,0
27,2727,45.12238245879817,0.5983726596141958,0
29,2726,6.816700286137207,4.2542577468127645,0
23,1725,58.789383571078325,0.3912270992294422,0
39,4251,46.72035503123814,0.8347539305710292,0
35,2660,37.21422472910649,0.9405005815592157,0
33,3894,30.576810721096432,1.0792492487528038,0
21,2184,39.56226974578664,0.5308087765170877,0
23,1679,39.36606042788488,0.5842596325363558,0
11,1155,12.21713092278372,0.9003750610125743,0
50,3950,8.096943064091747,6.1751700122160385,0
30,2400,31.889263950133156,0.9407554858247122,0
8,624,28.777630650146143,0.27799369924707035,0
23,2047,40.189789441925925,0.5722846603422719,0
12,1236,20.02413797149478,0.5992767337641458,0
26,2054,44.732023319607116,0.5812390781930845,0
21,1659,9.148166632214279,2.295541920503587,0
45,3240,36.47512323465578,1.2337175589648057,0
19,1159,20.691057952670633,0.9182710735942642,0
10,610,12.043736963364509,0.8303070741596821,0
46,5520,47.90014263150789,0.9603311696558914,0
23,2116,45.06408472819541,0.5103842702836369,0
11,1210,52.13521231206726,0.21098983800347795,0
30,2640,48.65819784729255,0.616545645487141,0
36,3672,44.20311215284992,0.8144222939668958,0
14,1582,30.566633480121773,0.4580157644480064,0
46,4968,47.81930532441012,0.961954584825777,0
50,3450,47.70136145074938,1.0481881120232577,0
36,3060,17.2690511600571,2.0846541982148468,0
17,1700,21.137458636170955,0.804259409449969,0
28,2856,21.682293497598536,1.291376302193363,0
26,2626,45.816998216472854,0.5674749768013406,0
45,2970,14.149635139500655,3.1802940186334774,0
22,1606,48.92704098434631,0.4496491011389523,0
40,3280,29.77786349277854,1.3432797154738936,0
21,1428,43.99899332824972,0.4772836469991888,0
17,1972,50.807657113272484,0.33459523555867904,0
44,4224,7.505451829416092,5.862405222234716,0
5,600,59.81017185871475,0.08359782031409538,0
7,679,11.843827931732116,0.591025134808445,0
45,2925,10.19222425335255,4.4151304839273,0
19,1311,29.995101468055438,0.6334367636740572,0
17,1462,35.03605722564885,0.4852144146960352,0
41,3075,6.405109558009031,6.401139532224406,0
32,2368,11.63672236374692,2.74991522524357,0
40,3880,15.652518747328033,2.5554992551488374,0
5,515,49.18773954702524,0.10165134738952217,0
12,1176,5.548046395292566,2.162923513073326,0
8,744,42.67212883419437,0.18747599940665197,0
19,1330,39.1777696884424,0.48496890331164194,0
9,756,16.69668710185075,0.5390290867343613,0
46,5290,16.378289740927038,2.8085960578077014,0
27,3105,26.38545672485729,1.0232909849373106,0
10,1090,10.225137352276027,0.9779819728068578,0
30,1800,8.815755063908828,3.402998357204614,0
46,2760,6.266128472677383,7.341055996629636,0
42,4704,40.96356900530013,1.0253012864813067,0
50,3200,56.39103519783176,0.8866657585658669,0
6,522,14.249741371069996,0.4210602735696856,0
43,3182,9.922112064892042,4.333754720645545,0
7,658,59.12110216384209,0.11840104030200463,0
26,2470,53.345307876997325,0.4873905697563944,0
9,954,36.41936568604454,0.24712127272026296,0
47,4653,7.81277535837056,6.0157879683107085,0
49,3822,17.460794653880008,2.8062869400455144,0
41,4674,29.443987064441075,1.3924744604141908,0
31,3596,23.575849864985443,1.3149048784044393,0
41,2747,13.616513562510546,3.011049767752783,0
8,848,57.38355495580799,0.13941276392096882,0
18,1728,47.60449363039744,0.37811556488243486,0
20,1560,35.738331232100734,0.5596232199570551,0
28,3304,35.230498879849975,0.7947659241355379,0
50,3400,50.51195288394622,0.9898647180574772,0
6,402,43.6497555683064,0.13745781441114263,0
34,3162,33.1343387751808,1.0261258035264498,0
37,4033,29.61010649980063,1.2495733509181781,0
37,2812,37.010546972785534,0.9997150279137109,0
41,4141,42.48162341640345,0.9651231921652187,0
46,3956,23.48612487338068,1.9586032284166508,0
42,3024,30.572301541419222,1.3737925469267853,0
20,1420,25.44037162180134,0.7861520380803255,0
5,465,46.83395097686294,0.10676015787073177,0
47,4371,42.244550534682055,1.1125695363101047,0
10,670,28.379151097789627,0.3523713576048042,0
28,2632,44.42489188387412,0.6302772795303927,0
40,2680,39.72023289838074,1.007043440614636,0
34,2380,24.801199734449153,1.370901422674872,0
14,1428,33.245507089758206,0.42110953405529244,0
15,1680,9.645011932658065,1.5552080292622465,0
16,1696,14.998659046773032,1.0667620318659359,0
49,3332,57.65401546089804,0.8498974374687338,0
17,1309,9.716133540763417,1.7496671828024581,0
20,1320,59.417589986659195,0.33660065991384913,0
30,2910,20.224863786038256,1.4833227218424963,0
18,1512,9.021167454324452,1.9953071585398174,0
12,924,56.71228111033787,0.21159438070659028,0
44,2728,31.15400251991734,1.412338590262037,0
14,1526,11.479798544976575,1.2195335959206564,0
26,1976,25.39276240798814,1.0239138059205735,0
10,880,5.655506195756528,1.7681883201725175,0
11,1089,11.35573783876362,0.9686732959306895,0
5,325,11.422439844928384,0.4377348506869155,0
11,704,38.77462776733932,0.28369066663911424,0
9,981,48.60109679581379,0.1851810060544808,0
28,2968,19.67398564550816,1.423199167901842,0
8,944,57.029006367830995,0.14027949125399197,0
26,1768,34.01003902767647,0.7644801577217212,0
10,660,37.66087413382621,0.26552755956926155,0
25,1600,31.261603601124943,0.7997030580702642,0
49,3185,53.23239945573021,0.9204920405804737,0
12,1356,53.60940928701144,0.22384130248022294,0
50,5300,29.703317567123673,1.683313652995488,0
27,1809,10.703876433616871,2.522450643694195,0
7,700,15.188105856733282,0.46088696418301023,0
16,1184,14.207439950473184,1.1261705174032508,0
45,4590,45.61881279009413,0.9864351404114465,0
26,1690,37.66979360553177,0.6902081883501991,0
24,2448,14.396236274851352,1.6671023968900378,0
50,3550,21.67430366649639,2.306879186033034,0
33,3168,28.563694112226894,1.1553127501765996,0
26,2106,55.54923110275922,0.4680532832561302,0
10,770,15.778996905458222,0.6337538475934951,0
18,1368,51.286567696343695,0.35096909012461075,0
47,3196,41.8568951738218,1.1228735386325264,0
11,1023,29.65889618771835,0.37088366102292986,0
37,2553,23.56722218842741,1.5699771362179755,0
50,4450,27.51635028237432,1.8171014501159208,0
36,2484,22.672684062981922,1.587813771849704,0
9,612,15.845174895881774,0.5679962549570303,0
33,2145,42.99269952830753,0.767572177650113,0
49,4312,8.727403922538146,5.614498931745281,0
33,2838,47.52345446361257,0.694393965515853,0
50,5450,42.09572761494574,1.1877689930283546,0
12,888,42.53702196208226,0.2821071961901063,0
35,3430,14.088211139404425,2.484346639447059,0
26,1898,42.714601960036305,0.6086911455788713,0
12,1188,11.132446845159873,1.0779301412265283,0
